问题名称：C07_C08
运行次数	迭代次数	个体序号	目标1值	目标2值	是否可行	
59	58	23	3.03169e+11	3.03169e+11	0
59	58	24	2.8012e+11	2.8012e+11	0
59	58	25	2.59473e+11	2.59473e+11	0
59	58	26	1.84693e+11	1.84693e+11	0
59	58	27	3.41251e+11	3.41251e+11	0
59	58	28	3.61727e+11	3.61727e+11	0
59	58	29	1.1684e+11	1.1684e+11	0
59	58	30	3.75845e+11	3.75845e+11	0
59	58	31	1.6929e+11	1.6929e+11	0
59	58	32	2.94552e+11	2.94552e+11	0
59	58	33	2.24223e+11	2.24223e+11	0
59	58	34	2.62055e+11	2.62055e+11	0
59	58	35	3.49832e+11	3.49832e+11	0
59	58	36	3.49308e+11	3.49308e+11	0
59	58	37	1.87767e+11	1.87767e+11	0
59	58	38	2.41987e+11	2.41987e+11	0
59	58	39	3.90759e+11	3.90759e+11	0
59	58	40	2.53696e+11	2.53696e+11	0
59	58	41	2.75097e+11	2.75097e+11	0
59	58	42	1.09984e+11	1.09984e+11	0
59	58	43	2.06523e+11	2.06523e+11	0
59	58	44	2.65117e+11	2.65117e+11	0
59	58	45	3.31865e+11	3.31865e+11	0
59	58	46	2.67932e+11	2.67932e+11	0
59	58	47	3.41646e+11	3.41646e+11	0
59	58	48	1.57417e+11	1.57417e+11	0
59	58	49	2.7426e+11	2.7426e+11	0
59	58	50	2.27614e+11	2.27614e+11	0
59	58	51	3.39665e+11	3.39665e+11	0
59	58	52	2.81084e+11	2.81084e+11	0
59	58	53	3.65339e+11	3.65339e+11	0
59	58	54	3.48867e+11	3.48867e+11	0
59	58	55	4.05666e+11	4.05666e+11	0
59	58	56	3.13234e+11	3.13234e+11	0
59	58	57	2.34671e+11	2.34671e+11	0
59	58	58	1.76679e+11	1.76679e+11	0
59	58	59	2.94995e+11	2.94995e+11	0
59	58	60	2.9396e+11	2.9396e+11	0
59	58	61	2.32969e+11	2.32969e+11	0
59	58	62	2.62229e+11	2.62229e+11	0
59	58	63	2.76025e+11	2.76025e+11	0
59	58	64	1.15167e+11	1.15167e+11	0
59	58	65	4.0281e+11	4.0281e+11	0
59	58	66	1.71722e+11	1.71722e+11	0
59	58	67	2.66888e+11	2.66888e+11	0
59	58	68	2.47286e+11	2.47286e+11	0
59	58	69	1.83345e+11	1.83345e+11	0
59	58	70	3.49514e+11	3.49514e+11	0
59	58	71	3.05849e+11	3.05849e+11	0
59	58	72	3.19237e+11	3.19237e+11	0
59	58	73	3.7733e+11	3.7733e+11	0
59	58	74	3.1767e+11	3.1767e+11	0
59	58	75	1.34253e+11	1.34253e+11	0
59	58	76	2.89267e+11	2.89267e+11	0
59	58	77	2.33578e+11	2.33578e+11	0
59	58	78	1.72686e+11	1.72686e+11	0
59	58	79	2.11234e+11	2.11234e+11	0
59	58	80	2.24172e+11	2.24172e+11	0
59	58	81	5.59826e+11	5.59826e+11	0
59	58	82	2.85477e+11	2.85477e+11	0
59	58	83	2.07745e+11	2.07745e+11	0
59	58	84	2.12169e+11	2.12169e+11	0
59	58	85	2.62541e+11	2.62541e+11	0
59	58	86	2.3139e+11	2.3139e+11	0
59	58	87	1.47154e+11	1.47154e+11	0
59	58	88	5.15083e+11	5.15083e+11	0
59	58	89	3.41137e+11	3.41137e+11	0
59	58	90	4.11711e+11	4.11711e+11	0
59	58	91	3.29502e+11	3.29502e+11	0
59	58	92	2.86556e+11	2.86556e+11	0
59	58	93	2.58863e+11	2.58863e+11	0
59	58	94	1.51407e+11	1.51407e+11	0
59	58	95	3.71112e+11	3.71112e+11	0
59	58	96	2.77248e+11	2.77248e+11	0
59	58	97	3.25459e+11	3.25459e+11	0
59	58	98	3.36273e+11	3.36273e+11	0
59	58	99	3.20452e+11	3.20452e+11	0
60	59	0	1.83644e+11	1.83644e+11	1
60	59	1	1.84435e+11	1.84435e+11	1
60	59	2	2.03186e+11	2.03186e+11	1
60	59	3	2.32616e+11	2.32616e+11	1
60	59	4	2.47844e+11	2.47844e+11	1
60	59	5	2.55382e+11	2.55382e+11	1
60	59	6	2.73934e+11	2.73934e+11	1
60	59	7	2.91552e+11	2.91552e+11	1
60	59	8	3.08257e+11	3.08257e+11	1
60	59	9	3.09195e+11	3.09195e+11	1
60	59	10	3.20533e+11	3.20533e+11	1
60	59	11	3.37719e+11	3.37719e+11	1
60	59	12	3.44682e+11	3.44682e+11	1
60	59	13	3.79184e+11	3.79184e+11	1
60	59	14	3.65596e+11	3.65596e+11	0
60	59	15	3.2465e+11	3.2465e+11	0
60	59	16	4.7722e+11	4.7722e+11	0
60	59	17	1.55061e+11	1.55061e+11	0
60	59	18	4.01901e+11	4.01901e+11	0
60	59	19	3.14403e+11	3.14403e+11	0
60	59	20	1.69297e+11	1.69297e+11	0
60	59	21	1.41337e+11	1.41337e+11	0
60	59	22	2.68694e+11	2.68694e+11	0
60	59	23	3.03169e+11	3.03169e+11	0
60	59	24	2.8012e+11	2.8012e+11	0
60	59	25	2.59473e+11	2.59473e+11	0
60	59	26	1.84693e+11	1.84693e+11	0
60	59	27	3.41251e+11	3.41251e+11	0
60	59	28	3.61727e+11	3.61727e+11	0
60	59	29	1.1684e+11	1.1684e+11	0
60	59	30	3.75845e+11	3.75845e+11	0
60	59	31	1.6929e+11	1.6929e+11	0
60	59	32	2.94552e+11	2.94552e+11	0
60	59	33	2.24223e+11	2.24223e+11	0
60	59	34	2.77248e+11	2.77248e+11	0
60	59	35	2.62055e+11	2.62055e+11	0
60	59	36	3.49832e+11	3.49832e+11	0
60	59	37	3.49308e+11	3.49308e+11	0
60	59	38	1.87767e+11	1.87767e+11	0
60	59	39	2.41987e+11	2.41987e+11	0
60	59	40	3.90759e+11	3.90759e+11	0
60	59	41	2.53696e+11	2.53696e+11	0
60	59	42	2.75097e+11	2.75097e+11	0
60	59	43	1.09984e+11	1.09984e+11	0
60	59	44	2.06523e+11	2.06523e+11	0
60	59	45	2.65117e+11	2.65117e+11	0
60	59	46	3.31865e+11	3.31865e+11	0
60	59	47	2.67932e+11	2.67932e+11	0
60	59	48	3.41646e+11	3.41646e+11	0
60	59	49	1.57417e+11	1.57417e+11	0
60	59	50	2.7426e+11	2.7426e+11	0
60	59	51	2.27614e+11	2.27614e+11	0
60	59	52	3.39665e+11	3.39665e+11	0
60	59	53	2.81084e+11	2.81084e+11	0
60	59	54	3.65339e+11	3.65339e+11	0
60	59	55	3.48867e+11	3.48867e+11	0
60	59	56	4.05666e+11	4.05666e+11	0
60	59	57	3.13234e+11	3.13234e+11	0
60	59	58	2.34671e+11	2.34671e+11	0
60	59	59	1.76679e+11	1.76679e+11	0
60	59	60	2.94995e+11	2.94995e+11	0
60	59	61	2.9396e+11	2.9396e+11	0
60	59	62	2.32969e+11	2.32969e+11	0
60	59	63	2.62229e+11	2.62229e+11	0
60	59	64	2.76025e+11	2.76025e+11	0
60	59	65	1.15167e+11	1.15167e+11	0
60	59	66	4.0281e+11	4.0281e+11	0
60	59	67	1.71722e+11	1.71722e+11	0
60	59	68	2.66888e+11	2.66888e+11	0
60	59	69	2.47286e+11	2.47286e+11	0
60	59	70	1.83345e+11	1.83345e+11	0
60	59	71	3.49514e+11	3.49514e+11	0
60	59	72	3.05849e+11	3.05849e+11	0
60	59	73	3.19237e+11	3.19237e+11	0
60	59	74	3.7733e+11	3.7733e+11	0
60	59	75	3.1767e+11	3.1767e+11	0
60	59	76	1.34253e+11	1.34253e+11	0
60	59	77	2.89267e+11	2.89267e+11	0
60	59	78	2.33578e+11	2.33578e+11	0
60	59	79	1.72686e+11	1.72686e+11	0
60	59	80	2.11234e+11	2.11234e+11	0
60	59	81	2.24172e+11	2.24172e+11	0
60	59	82	5.59826e+11	5.59826e+11	0
60	59	83	2.85477e+11	2.85477e+11	0
60	59	84	2.07745e+11	2.07745e+11	0
60	59	85	2.12169e+11	2.12169e+11	0
60	59	86	2.62541e+11	2.62541e+11	0
60	59	87	2.3139e+11	2.3139e+11	0
60	59	88	1.47154e+11	1.47154e+11	0
60	59	89	5.15083e+11	5.15083e+11	0
60	59	90	3.41137e+11	3.41137e+11	0
60	59	91	4.11711e+11	4.11711e+11	0
60	59	92	3.29502e+11	3.29502e+11	0
60	59	93	2.93133e+11	2.93133e+11	0
60	59	94	2.86556e+11	2.86556e+11	0
60	59	95	2.58863e+11	2.58863e+11	0
60	59	96	3.36273e+11	3.36273e+11	0
60	59	97	2.48958e+11	2.48958e+11	0
60	59	98	3.0052e+11	3.0052e+11	0
60	59	99	2.60386e+11	2.60386e+11	0
61	60	0	1.83644e+11	1.83644e+11	1
61	60	1	1.84435e+11	1.84435e+11	1
61	60	2	2.03186e+11	2.03186e+11	1
61	60	3	2.32616e+11	2.32616e+11	1
61	60	4	2.47844e+11	2.47844e+11	1
61	60	5	2.55382e+11	2.55382e+11	1
61	60	6	2.73934e+11	2.73934e+11	1
61	60	7	2.91552e+11	2.91552e+11	1
61	60	8	3.08257e+11	3.08257e+11	1
61	60	9	3.09195e+11	3.09195e+11	1
61	60	10	3.20533e+11	3.20533e+11	1
61	60	11	3.37719e+11	3.37719e+11	1
61	60	12	3.44682e+11	3.44682e+11	1
61	60	13	3.79184e+11	3.79184e+11	1
61	60	14	3.65596e+11	3.65596e+11	0
61	60	15	3.2465e+11	3.2465e+11	0
61	60	16	4.7722e+11	4.7722e+11	0
61	60	17	1.55061e+11	1.55061e+11	0
61	60	18	2.48958e+11	2.48958e+11	0
61	60	19	4.01901e+11	4.01901e+11	0
61	60	20	3.14403e+11	3.14403e+11	0
61	60	21	1.69297e+11	1.69297e+11	0
61	60	22	1.41337e+11	1.41337e+11	0
61	60	23	2.68694e+11	2.68694e+11	0
61	60	24	3.03169e+11	3.03169e+11	0
61	60	25	2.8012e+11	2.8012e+11	0
61	60	26	2.59473e+11	2.59473e+11	0
61	60	27	1.84693e+11	1.84693e+11	0
61	60	28	3.41251e+11	3.41251e+11	0
61	60	29	3.61727e+11	3.61727e+11	0
61	60	30	1.1684e+11	1.1684e+11	0
61	60	31	3.75845e+11	3.75845e+11	0
61	60	32	1.6929e+11	1.6929e+11	0
61	60	33	2.94552e+11	2.94552e+11	0
61	60	34	2.24223e+11	2.24223e+11	0
61	60	35	2.77248e+11	2.77248e+11	0
61	60	36	2.62055e+11	2.62055e+11	0
61	60	37	3.49832e+11	3.49832e+11	0
61	60	38	3.49308e+11	3.49308e+11	0
61	60	39	1.87767e+11	1.87767e+11	0
61	60	40	2.41987e+11	2.41987e+11	0
61	60	41	3.90759e+11	3.90759e+11	0
61	60	42	2.53696e+11	2.53696e+11	0
61	60	43	2.75097e+11	2.75097e+11	0
61	60	44	1.09984e+11	1.09984e+11	0
61	60	45	2.06523e+11	2.06523e+11	0
61	60	46	2.60386e+11	2.60386e+11	0
61	60	47	2.65117e+11	2.65117e+11	0
61	60	48	3.31865e+11	3.31865e+11	0
61	60	49	2.67932e+11	2.67932e+11	0
61	60	50	3.41646e+11	3.41646e+11	0
61	60	51	1.57417e+11	1.57417e+11	0
61	60	52	2.7426e+11	2.7426e+11	0
61	60	53	2.27614e+11	2.27614e+11	0
61	60	54	3.39665e+11	3.39665e+11	0
61	60	55	2.81084e+11	2.81084e+11	0
61	60	56	3.65339e+11	3.65339e+11	0
61	60	57	3.48867e+11	3.48867e+11	0
61	60	58	4.05666e+11	4.05666e+11	0
61	60	59	3.13234e+11	3.13234e+11	0
61	60	60	2.34671e+11	2.34671e+11	0
61	60	61	1.76679e+11	1.76679e+11	0
61	60	62	2.94995e+11	2.94995e+11	0
61	60	63	2.9396e+11	2.9396e+11	0
61	60	64	2.32969e+11	2.32969e+11	0
61	60	65	2.62229e+11	2.62229e+11	0
61	60	66	2.76025e+11	2.76025e+11	0
61	60	67	1.15167e+11	1.15167e+11	0
61	60	68	4.0281e+11	4.0281e+11	0
61	60	69	1.71722e+11	1.71722e+11	0
61	60	70	2.66888e+11	2.66888e+11	0
61	60	71	2.47286e+11	2.47286e+11	0
61	60	72	1.83345e+11	1.83345e+11	0
61	60	73	3.49514e+11	3.49514e+11	0
61	60	74	3.05849e+11	3.05849e+11	0
61	60	75	3.19237e+11	3.19237e+11	0
61	60	76	3.7733e+11	3.7733e+11	0
61	60	77	3.1767e+11	3.1767e+11	0
61	60	78	1.34253e+11	1.34253e+11	0
61	60	79	2.89267e+11	2.89267e+11	0
61	60	80	2.33578e+11	2.33578e+11	0
61	60	81	1.72686e+11	1.72686e+11	0
61	60	82	2.11234e+11	2.11234e+11	0
61	60	83	2.24172e+11	2.24172e+11	0
61	60	84	5.59826e+11	5.59826e+11	0
61	60	85	2.85477e+11	2.85477e+11	0
61	60	86	2.07745e+11	2.07745e+11	0
61	60	87	2.12169e+11	2.12169e+11	0
61	60	88	2.62541e+11	2.62541e+11	0
61	60	89	2.3139e+11	2.3139e+11	0
61	60	90	1.47154e+11	1.47154e+11	0
61	60	91	5.15083e+11	5.15083e+11	0
61	60	92	3.41137e+11	3.41137e+11	0
61	60	93	3.63642e+11	3.63642e+11	0
61	60	94	4.11711e+11	4.11711e+11	0
61	60	95	3.29502e+11	3.29502e+11	0
61	60	96	3.44214e+11	3.44214e+11	0
61	60	97	2.86556e+11	2.86556e+11	0
61	60	98	2.97752e+11	2.97752e+11	0
61	60	99	4.39516e+11	4.39516e+11	0
62	61	0	1.83644e+11	1.83644e+11	1
62	61	1	1.84435e+11	1.84435e+11	1
62	61	2	2.03186e+11	2.03186e+11	1
62	61	3	2.32616e+11	2.32616e+11	1
62	61	4	2.47844e+11	2.47844e+11	1
62	61	5	2.55382e+11	2.55382e+11	1
62	61	6	2.73934e+11	2.73934e+11	1
62	61	7	2.91552e+11	2.91552e+11	1
62	61	8	3.08257e+11	3.08257e+11	1
62	61	9	3.09195e+11	3.09195e+11	1
62	61	10	3.20533e+11	3.20533e+11	1
62	61	11	3.37719e+11	3.37719e+11	1
62	61	12	3.44682e+11	3.44682e+11	1
62	61	13	3.79184e+11	3.79184e+11	1
62	61	14	3.65596e+11	3.65596e+11	0
62	61	15	3.2465e+11	3.2465e+11	0
62	61	16	4.7722e+11	4.7722e+11	0
62	61	17	1.55061e+11	1.55061e+11	0
62	61	18	2.48958e+11	2.48958e+11	0
62	61	19	4.01901e+11	4.01901e+11	0
62	61	20	3.14403e+11	3.14403e+11	0
62	61	21	1.69297e+11	1.69297e+11	0
62	61	22	1.41337e+11	1.41337e+11	0
62	61	23	2.68694e+11	2.68694e+11	0
62	61	24	3.03169e+11	3.03169e+11	0
62	61	25	2.8012e+11	2.8012e+11	0
62	61	26	2.59473e+11	2.59473e+11	0
62	61	27	1.84693e+11	1.84693e+11	0
62	61	28	3.41251e+11	3.41251e+11	0
62	61	29	3.61727e+11	3.61727e+11	0
62	61	30	1.1684e+11	1.1684e+11	0
62	61	31	3.75845e+11	3.75845e+11	0
62	61	32	1.6929e+11	1.6929e+11	0
62	61	33	2.94552e+11	2.94552e+11	0
62	61	34	2.24223e+11	2.24223e+11	0
62	61	35	2.77248e+11	2.77248e+11	0
62	61	36	2.62055e+11	2.62055e+11	0
62	61	37	3.49832e+11	3.49832e+11	0
62	61	38	3.49308e+11	3.49308e+11	0
62	61	39	1.87767e+11	1.87767e+11	0
62	61	40	2.41987e+11	2.41987e+11	0
62	61	41	3.90759e+11	3.90759e+11	0
62	61	42	2.53696e+11	2.53696e+11	0
62	61	43	2.75097e+11	2.75097e+11	0
62	61	44	1.09984e+11	1.09984e+11	0
62	61	45	2.06523e+11	2.06523e+11	0
62	61	46	3.44214e+11	3.44214e+11	0
62	61	47	2.60386e+11	2.60386e+11	0
62	61	48	2.65117e+11	2.65117e+11	0
62	61	49	3.31865e+11	3.31865e+11	0
62	61	50	2.67932e+11	2.67932e+11	0
62	61	51	3.41646e+11	3.41646e+11	0
62	61	52	1.57417e+11	1.57417e+11	0
62	61	53	2.7426e+11	2.7426e+11	0
62	61	54	2.27614e+11	2.27614e+11	0
62	61	55	3.39665e+11	3.39665e+11	0
62	61	56	2.81084e+11	2.81084e+11	0
62	61	57	3.65339e+11	3.65339e+11	0
62	61	58	3.48867e+11	3.48867e+11	0
62	61	59	4.05666e+11	4.05666e+11	0
62	61	60	3.13234e+11	3.13234e+11	0
62	61	61	2.34671e+11	2.34671e+11	0
62	61	62	1.76679e+11	1.76679e+11	0
62	61	63	2.94995e+11	2.94995e+11	0
62	61	64	2.9396e+11	2.9396e+11	0
62	61	65	2.32969e+11	2.32969e+11	0
62	61	66	2.62229e+11	2.62229e+11	0
62	61	67	2.76025e+11	2.76025e+11	0
62	61	68	1.15167e+11	1.15167e+11	0
62	61	69	4.0281e+11	4.0281e+11	0
62	61	70	1.71722e+11	1.71722e+11	0
62	61	71	2.66888e+11	2.66888e+11	0
62	61	72	2.47286e+11	2.47286e+11	0
62	61	73	1.83345e+11	1.83345e+11	0
62	61	74	3.49514e+11	3.49514e+11	0
62	61	75	3.05849e+11	3.05849e+11	0
62	61	76	3.19237e+11	3.19237e+11	0
62	61	77	3.7733e+11	3.7733e+11	0
62	61	78	3.1767e+11	3.1767e+11	0
62	61	79	1.34253e+11	1.34253e+11	0
62	61	80	2.89267e+11	2.89267e+11	0
62	61	81	2.33578e+11	2.33578e+11	0
62	61	82	1.72686e+11	1.72686e+11	0
62	61	83	2.11234e+11	2.11234e+11	0
62	61	84	2.24172e+11	2.24172e+11	0
62	61	85	5.59826e+11	5.59826e+11	0
62	61	86	2.85477e+11	2.85477e+11	0
62	61	87	2.07745e+11	2.07745e+11	0
62	61	88	2.12169e+11	2.12169e+11	0
62	61	89	2.62541e+11	2.62541e+11	0
62	61	90	2.3139e+11	2.3139e+11	0
62	61	91	1.47154e+11	1.47154e+11	0
62	61	92	5.15083e+11	5.15083e+11	0
62	61	93	5.34043e+11	5.34043e+11	0
62	61	94	3.41137e+11	3.41137e+11	0
62	61	95	4.11711e+11	4.11711e+11	0
62	61	96	2.31346e+11	2.31346e+11	0
62	61	97	2.73232e+11	2.73232e+11	0
62	61	98	4.31065e+11	4.31065e+11	0
62	61	99	3.29502e+11	3.29502e+11	0
63	62	0	1.83644e+11	1.83644e+11	1
63	62	1	1.84435e+11	1.84435e+11	1
63	62	2	2.03186e+11	2.03186e+11	1
63	62	3	2.32616e+11	2.32616e+11	1
63	62	4	2.47844e+11	2.47844e+11	1
63	62	5	2.55382e+11	2.55382e+11	1
63	62	6	2.73934e+11	2.73934e+11	1
63	62	7	2.91552e+11	2.91552e+11	1
63	62	8	3.08257e+11	3.08257e+11	1
63	62	9	3.09195e+11	3.09195e+11	1
63	62	10	3.20533e+11	3.20533e+11	1
63	62	11	3.37719e+11	3.37719e+11	1
63	62	12	3.44682e+11	3.44682e+11	1
63	62	13	3.79184e+11	3.79184e+11	1
63	62	14	3.65596e+11	3.65596e+11	0
63	62	15	3.2465e+11	3.2465e+11	0
63	62	16	4.7722e+11	4.7722e+11	0
63	62	17	1.55061e+11	1.55061e+11	0
63	62	18	2.48958e+11	2.48958e+11	0
63	62	19	4.01901e+11	4.01901e+11	0
63	62	20	3.14403e+11	3.14403e+11	0
63	62	21	1.69297e+11	1.69297e+11	0
63	62	22	1.41337e+11	1.41337e+11	0
63	62	23	2.68694e+11	2.68694e+11	0
63	62	24	3.03169e+11	3.03169e+11	0
63	62	25	2.8012e+11	2.8012e+11	0
63	62	26	2.59473e+11	2.59473e+11	0
63	62	27	1.84693e+11	1.84693e+11	0
63	62	28	3.41251e+11	3.41251e+11	0
63	62	29	3.61727e+11	3.61727e+11	0
63	62	30	1.1684e+11	1.1684e+11	0
63	62	31	3.75845e+11	3.75845e+11	0
63	62	32	1.6929e+11	1.6929e+11	0
63	62	33	2.94552e+11	2.94552e+11	0
63	62	34	2.24223e+11	2.24223e+11	0
63	62	35	2.77248e+11	2.77248e+11	0
63	62	36	2.62055e+11	2.62055e+11	0
63	62	37	3.49832e+11	3.49832e+11	0
63	62	38	3.49308e+11	3.49308e+11	0
63	62	39	1.87767e+11	1.87767e+11	0
63	62	40	2.41987e+11	2.41987e+11	0
63	62	41	3.90759e+11	3.90759e+11	0
63	62	42	2.53696e+11	2.53696e+11	0
63	62	43	2.75097e+11	2.75097e+11	0
63	62	44	1.09984e+11	1.09984e+11	0
63	62	45	2.06523e+11	2.06523e+11	0
63	62	46	3.44214e+11	3.44214e+11	0
63	62	47	2.60386e+11	2.60386e+11	0
63	62	48	2.65117e+11	2.65117e+11	0
63	62	49	3.31865e+11	3.31865e+11	0
63	62	50	2.67932e+11	2.67932e+11	0
63	62	51	3.41646e+11	3.41646e+11	0
63	62	52	1.57417e+11	1.57417e+11	0
63	62	53	2.7426e+11	2.7426e+11	0
63	62	54	2.27614e+11	2.27614e+11	0
63	62	55	3.39665e+11	3.39665e+11	0
63	62	56	2.81084e+11	2.81084e+11	0
63	62	57	3.65339e+11	3.65339e+11	0
63	62	58	3.48867e+11	3.48867e+11	0
63	62	59	4.05666e+11	4.05666e+11	0
63	62	60	3.13234e+11	3.13234e+11	0
63	62	61	2.34671e+11	2.34671e+11	0
63	62	62	1.76679e+11	1.76679e+11	0
63	62	63	2.94995e+11	2.94995e+11	0
63	62	64	2.9396e+11	2.9396e+11	0
63	62	65	2.32969e+11	2.32969e+11	0
63	62	66	2.62229e+11	2.62229e+11	0
63	62	67	2.76025e+11	2.76025e+11	0
63	62	68	1.15167e+11	1.15167e+11	0
63	62	69	4.0281e+11	4.0281e+11	0
63	62	70	1.71722e+11	1.71722e+11	0
63	62	71	2.66888e+11	2.66888e+11	0
63	62	72	2.47286e+11	2.47286e+11	0
63	62	73	1.83345e+11	1.83345e+11	0
63	62	74	3.49514e+11	3.49514e+11	0
63	62	75	3.05849e+11	3.05849e+11	0
63	62	76	3.19237e+11	3.19237e+11	0
63	62	77	3.7733e+11	3.7733e+11	0
63	62	78	3.1767e+11	3.1767e+11	0
63	62	79	1.34253e+11	1.34253e+11	0
63	62	80	2.89267e+11	2.89267e+11	0
63	62	81	2.33578e+11	2.33578e+11	0
63	62	82	1.72686e+11	1.72686e+11	0
63	62	83	2.11234e+11	2.11234e+11	0
63	62	84	2.24172e+11	2.24172e+11	0
63	62	85	5.59826e+11	5.59826e+11	0
63	62	86	2.85477e+11	2.85477e+11	0
63	62	87	2.07745e+11	2.07745e+11	0
63	62	88	2.12169e+11	2.12169e+11	0
63	62	89	2.62541e+11	2.62541e+11	0
63	62	90	2.3139e+11	2.3139e+11	0
63	62	91	1.47154e+11	1.47154e+11	0
63	62	92	5.15083e+11	5.15083e+11	0
63	62	93	5.07375e+11	5.07375e+11	0
63	62	94	3.41137e+11	3.41137e+11	0
63	62	95	4.11711e+11	4.11711e+11	0
63	62	96	3.71401e+11	3.71401e+11	0
63	62	97	3.29502e+11	3.29502e+11	0
63	62	98	3.62854e+11	3.62854e+11	0
63	62	99	2.6788e+11	2.6788e+11	0
64	63	0	1.83644e+11	1.83644e+11	1
64	63	1	1.84435e+11	1.84435e+11	1
64	63	2	2.03186e+11	2.03186e+11	1
64	63	3	2.32616e+11	2.32616e+11	1
64	63	4	2.47844e+11	2.47844e+11	1
64	63	5	2.55382e+11	2.55382e+11	1
64	63	6	2.73934e+11	2.73934e+11	1
64	63	7	2.91552e+11	2.91552e+11	1
64	63	8	3.08257e+11	3.08257e+11	1
64	63	9	3.09195e+11	3.09195e+11	1
64	63	10	3.20533e+11	3.20533e+11	1
64	63	11	3.37719e+11	3.37719e+11	1
64	63	12	3.44682e+11	3.44682e+11	1
64	63	13	3.79184e+11	3.79184e+11	1
64	63	14	3.65596e+11	3.65596e+11	0
64	63	15	3.2465e+11	3.2465e+11	0
64	63	16	4.7722e+11	4.7722e+11	0
64	63	17	1.55061e+11	1.55061e+11	0
64	63	18	2.48958e+11	2.48958e+11	0
64	63	19	4.01901e+11	4.01901e+11	0
64	63	20	3.14403e+11	3.14403e+11	0
64	63	21	1.69297e+11	1.69297e+11	0
64	63	22	1.41337e+11	1.41337e+11	0
64	63	23	2.68694e+11	2.68694e+11	0
64	63	24	3.03169e+11	3.03169e+11	0
64	63	25	2.8012e+11	2.8012e+11	0
64	63	26	2.59473e+11	2.59473e+11	0
64	63	27	1.84693e+11	1.84693e+11	0
64	63	28	3.41251e+11	3.41251e+11	0
64	63	29	3.61727e+11	3.61727e+11	0
64	63	30	1.1684e+11	1.1684e+11	0
64	63	31	3.75845e+11	3.75845e+11	0
64	63	32	1.6929e+11	1.6929e+11	0
64	63	33	2.94552e+11	2.94552e+11	0
64	63	34	2.24223e+11	2.24223e+11	0
64	63	35	2.77248e+11	2.77248e+11	0
64	63	36	2.62055e+11	2.62055e+11	0
64	63	37	3.49832e+11	3.49832e+11	0
64	63	38	3.49308e+11	3.49308e+11	0
64	63	39	1.87767e+11	1.87767e+11	0
64	63	40	2.41987e+11	2.41987e+11	0
64	63	41	3.90759e+11	3.90759e+11	0
64	63	42	2.53696e+11	2.53696e+11	0
64	63	43	2.75097e+11	2.75097e+11	0
64	63	44	1.09984e+11	1.09984e+11	0
64	63	45	2.06523e+11	2.06523e+11	0
64	63	46	3.44214e+11	3.44214e+11	0
64	63	47	2.60386e+11	2.60386e+11	0
64	63	48	3.71401e+11	3.71401e+11	0
64	63	49	2.65117e+11	2.65117e+11	0
64	63	50	3.31865e+11	3.31865e+11	0
64	63	51	2.67932e+11	2.67932e+11	0
64	63	52	3.41646e+11	3.41646e+11	0
64	63	53	1.57417e+11	1.57417e+11	0
64	63	54	2.7426e+11	2.7426e+11	0
64	63	55	2.27614e+11	2.27614e+11	0
64	63	56	3.39665e+11	3.39665e+11	0
64	63	57	2.81084e+11	2.81084e+11	0
64	63	58	3.65339e+11	3.65339e+11	0
64	63	59	3.48867e+11	3.48867e+11	0
64	63	60	4.05666e+11	4.05666e+11	0
64	63	61	3.13234e+11	3.13234e+11	0
64	63	62	2.34671e+11	2.34671e+11	0
64	63	63	1.76679e+11	1.76679e+11	0
64	63	64	2.94995e+11	2.94995e+11	0
64	63	65	2.9396e+11	2.9396e+11	0
64	63	66	2.32969e+11	2.32969e+11	0
64	63	67	2.62229e+11	2.62229e+11	0
64	63	68	2.76025e+11	2.76025e+11	0
64	63	69	1.15167e+11	1.15167e+11	0
64	63	70	4.0281e+11	4.0281e+11	0
64	63	71	1.71722e+11	1.71722e+11	0
64	63	72	2.66888e+11	2.66888e+11	0
64	63	73	2.47286e+11	2.47286e+11	0
64	63	74	1.83345e+11	1.83345e+11	0
64	63	75	3.49514e+11	3.49514e+11	0
64	63	76	3.05849e+11	3.05849e+11	0
64	63	77	3.19237e+11	3.19237e+11	0
64	63	78	3.7733e+11	3.7733e+11	0
64	63	79	5.07375e+11	5.07375e+11	0
64	63	80	3.62854e+11	3.62854e+11	0
64	63	81	3.1767e+11	3.1767e+11	0
64	63	82	1.34253e+11	1.34253e+11	0
64	63	83	2.89267e+11	2.89267e+11	0
64	63	84	2.33578e+11	2.33578e+11	0
64	63	85	1.72686e+11	1.72686e+11	0
64	63	86	2.11234e+11	2.11234e+11	0
64	63	87	2.24172e+11	2.24172e+11	0
64	63	88	5.59826e+11	5.59826e+11	0
64	63	89	2.85477e+11	2.85477e+11	0
64	63	90	2.07745e+11	2.07745e+11	0
64	63	91	2.12169e+11	2.12169e+11	0
64	63	92	2.62541e+11	2.62541e+11	0
64	63	93	2.81999e+11	2.81999e+11	0
64	63	94	2.7267e+11	2.7267e+11	0
64	63	95	2.3139e+11	2.3139e+11	0
64	63	96	1.84843e+11	1.84843e+11	0
64	63	97	1.47154e+11	1.47154e+11	0
64	63	98	1.91464e+11	1.91464e+11	0
64	63	99	5.15083e+11	5.15083e+11	0
65	64	0	1.83644e+11	1.83644e+11	1
65	64	1	1.84435e+11	1.84435e+11	1
65	64	2	2.03186e+11	2.03186e+11	1
65	64	3	2.32616e+11	2.32616e+11	1
